"Paper","Experiment","Lab","SubjectGroup","YA_N","OA_N","OA_Age","YA_YearsEducation","OA_YearsEducation","Words","Faces","Pictures","Text","PositiveValence","NeutralValence","NegativeValence","VisualOnly","AuditoryOnly","Audiovisual","Production","IntentionalEncoding","SelfPacedStudy","StudyTimePerItem.Sec","DeepOrientingTask","ShallowOrientingTask","GenerationTask","DividedAttention","NumMemoranda","MultipleStudyOpportunities","InterveningCuedRecall","InterveningFreeRecall","ContinuousRecog","RetentionInterval","NumTestProbes","ConjunctionLures","ComponentLures","SemanticLures","FeaturalLures","UnrelatedLures","ProportionLures","ProportionLures.cen","YA_Discrimination","OA_Discrimination","EffectSize_Discrimination","YA_Criterion","OA_Criterion","EffectSize_Criterion","YA_HR","OA_HR","YA_FAR","OA_FAR"
"Koutstaal Schacter 1997","Koutstaal Schacter 1997 Expt 2","Schacter","Koutstaal Schacter 1997 Expt 2-Only",16,16,68.5,13.9,15,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"FALSE","TRUE","FALSE","FALSE",156,FALSE,"FALSE","FALSE","FALSE",4320,120,"FALSE","FALSE","FALSE","FALSE",TRUE,0.625,0.125,2.66281927503971,1.8232845802265,-0.839534694813209,0.363988072752282,0.28871656791761,0.0752715048346722,0.833333333,0.733333333,0.045,0.115
"Koutstaal Schacter 1997","Koutstaal Schacter 1997 Expt 2","Schacter","Koutstaal Schacter 1997 Expt 2-Only",16,16,68.5,13.9,15,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"FALSE","TRUE","FALSE","FALSE",156,FALSE,"FALSE","FALSE","FALSE",4320,120,"FALSE","FALSE","TRUE","FALSE",FALSE,0.625,0.125,1.60567391177585,0.638413128673744,-0.967260783102104,-0.11252813195489,-0.419640284848342,0.307112152893452,0.82,0.77,0.245,0.54
"Koutstaal Schacter 1997","Koutstaal Schacter 1997 Expt 3","Schacter","Koutstaal Schacter 1997 Expt 3-Only",16,16,70.4,13.9,14.4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"FALSE","TRUE","FALSE","FALSE",215,FALSE,"FALSE","FALSE","FALSE",4320,115,"FALSE","FALSE","FALSE","FALSE",TRUE,0.565217391,0.065217391,2.63462652941661,1.59342698380967,-1.04119954560694,0.280879875214514,0.137875799168646,0.143004076045868,0.85,0.745,0.055,0.175
"Koutstaal Schacter 1997","Koutstaal Schacter 1997 Expt 3","Schacter","Koutstaal Schacter 1997 Expt 3-Only",16,16,70.4,13.9,14.4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"FALSE","TRUE","FALSE","FALSE",215,FALSE,"FALSE","FALSE","FALSE",4320,115,"FALSE","FALSE","TRUE","FALSE",FALSE,0.565217391,0.065217391,1.78936649228793,0.786434670589352,-1.00293182169857,-0.0997746370657901,-0.334695956675963,0.234921319610173,0.84,0.766666667,0.213333333,0.476666667
"Lamont Stewart-Williams Podd 2005","Lamont Stewart-Williams Podd 2005 Expt 1","Podd","Lamont Stewart-Williams Podd 2005 Expt 1-StudyListLength=20",16,32,74.03,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",20,FALSE,"FALSE","FALSE","FALSE",0.08333,40,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.38,1.92,-0.46,0.125,-0.03,0.155,0.81,0.77,0.13,0.22
"Lamont Stewart-Williams Podd 2005","Lamont Stewart-Williams Podd 2005 Expt 1","Podd","Lamont Stewart-Williams Podd 2005 Expt 1-StudyListLength=40",16,32,74.03,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",40,FALSE,"FALSE","FALSE","FALSE",0.08333,80,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.9,1.68,-0.22,0.155,-0.0725,0.2275,0.77,0.78,0.17,0.25
"Larsson Bäckman 1993","Larsson Bäckman 1993 Expt 1","Bäckman","Larsson Bäckman 1993 Expt 1-StudyStimuli=Words",12,24,70.33,13.11,12.13,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,10,"FALSE","FALSE","FALSE","FALSE",16,FALSE,"FALSE","FALSE","FALSE",0.08333,32,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.4133365993813,0.977577196932184,-0.435759402449112,0.032178549494566,0.00706174888136143,0.0251168006132046,0.75,0.685,0.23,0.31
"Larsson Bäckman 1993","Larsson Bäckman 1993 Expt 1","Bäckman","Larsson Bäckman 1993 Expt 1-StudyStimuli=Words",12,24,70.33,13.11,12.13,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,10,"FALSE","FALSE","FALSE","FALSE",16,FALSE,"FALSE","FALSE","FALSE",2900,32,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.604719853523,0.665165678846432,-0.939554174676565,0.277959414053458,-0.066272226219121,0.344231640272579,0.7,0.655,0.14,0.395
"LaVoie Faulkner 2008","LaVoie Faulkner 2008 Expt 1","Faulkner","LaVoie Faulkner 2008 Expt 1-Only",26,26,68.85,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",TRUE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",50,FALSE,"FALSE","FALSE","FALSE",20.09333333,50,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.69922819458918,1.17990078978731,-0.519327404801873,0.248854323045272,0.0626716034541464,0.186182719591126,0.726,0.701,0.136,0.257
"Lazzara Yonelinas Ober 2002","Lazzara Yonelinas Ober 2002 Expt 1","Yonelinas","Lazzara Yonelinas Ober 2002 Expt 1-Only",48,48,75.21,15.45,16.7,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,TRUE,0,"TRUE","FALSE","FALSE","FALSE",90,FALSE,"FALSE","FALSE","FALSE",0.08333,65,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,2.79231377036968,2.32649887856565,-0.465814891804031,0.248696741766634,0.241822121026809,0.00687462073982498,0.87,0.82,0.05,0.08
"Lee Lee Yang 2012","Lee Lee Yang 2012 Expt 1","H-T.Yang","Lee Lee Yang 2012 Expt 1-Only",50,50,69,8.56,8.52,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,TRUE,FALSE,2.5,"FALSE","FALSE","FALSE","FALSE",72,FALSE,"FALSE","TRUE","FALSE",10,42,"FALSE","FALSE","FALSE","FALSE",TRUE,0.571428571,0.071428571,4.13060289814575,3.32043975796057,-0.810163140185185,0.510527854476024,0.509870498604276,0.000657355871747423,0.94,0.875,0.005,0.015
"Lee Lee Yang 2012","Lee Lee Yang 2012 Expt 1","H-T.Yang","Lee Lee Yang 2012 Expt 1-Only",50,50,69,8.56,8.52,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,TRUE,FALSE,2.5,"FALSE","FALSE","FALSE","FALSE",72,FALSE,"FALSE","TRUE","FALSE",10,42,"FALSE","FALSE","TRUE","FALSE",FALSE,0.571428571,0.071428571,2.0936096248753,1.02468803352093,-1.06892159135437,-0.507968782159201,-0.638005363615541,0.13003658145634,0.94,0.875,0.295,0.55
"Lee Rosa Gutchess 2016","Lee Rosa Gutchess 2016 Expt 1","Gutchess","Lee Rosa Gutchess 2016 Expt 1-Only",144,122,73.8,13.56,17.71,"TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",108,FALSE,"FALSE","FALSE","FALSE",7,216,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.14816751099116,0.534159718956577,-0.614007792034579,0.00875775177563844,-0.116110643981511,0.12486839575715,0.71,0.6475,0.28,0.44
"Light Singh 1987","Light Singh 1987 Expt 2","Light","Light Singh 1987 Expt 2-InterveningRecallType=no",16,16,68.3,15.1,15.8,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",32,FALSE,"FALSE","FALSE","FALSE",0.08333,80,"FALSE","FALSE","FALSE","TRUE",FALSE,0.75,0.25,3.16234517369585,2.26107615743694,-0.901269016258911,0.299621021303325,0.424235515878383,-0.124614494575058,0.9,0.76,0.03,0.06
"Light Singh 1987","Light Singh 1987 Expt 2","Light","Light Singh 1987 Expt 2-InterveningRecallType=cued recall",16,16,68.3,15.1,15.8,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",32,FALSE,"TRUE","FALSE","FALSE",0.08333,80,"FALSE","FALSE","FALSE","TRUE",FALSE,0.75,0.25,3.22154864184147,1.98410043908313,-1.23744820275833,0.270019287230517,0.34870481414865,-0.0786855269181327,0.91,0.74,0.03,0.09
"Light Singh 1987","Light Singh 1987 Expt 3","Light","Light Singh 1987 Expt 3-StudyTask=compare vowels to prev word",16,16,69.1,14.9,17.2,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","TRUE","FALSE","FALSE",35,FALSE,"FALSE","TRUE","FALSE",3.866666667,116,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,0.840095225742984,0.82850390629112,-0.0115913194518641,0.495317474971322,0.539913300000634,-0.0445958250293121,0.47,0.45,0.18,0.17
"Light Singh 1987","Light Singh 1987 Expt 3","Light","Light Singh 1987 Expt 3-StudyTask=Pleasantness",16,16,69.1,14.9,17.2,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",35,FALSE,"FALSE","TRUE","FALSE",3.866666667,116,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.42995628132536,1.94348982729368,-0.486466454031686,0.260812887516488,0.504046114532331,-0.243233227015843,0.83,0.68,0.07,0.07
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2A","Craik","Luo Hendriks Craik 2007 Expt 2A-Only",27,27,70.4,15.1,15.1,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",140,FALSE,"FALSE","FALSE","FALSE",4.1,210,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.76665109739844,1.9517984773366,0.185147379938166,0.111132334510534,-0.0605341508254876,0.171666485336022,0.78,0.85,0.16,0.18
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2A","Craik","Luo Hendriks Craik 2007 Expt 2A-Only",27,27,70.4,15.1,15.1,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",140,FALSE,"FALSE","FALSE","FALSE",4.1,210,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.51885839591779,1.16871219097861,-0.350146204939179,0.235028685250856,0.331008992353507,-0.0959803071026511,0.7,0.6,0.16,0.18
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2A","Craik","Luo Hendriks Craik 2007 Expt 2A-Only",27,27,70.4,15.1,15.1,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",140,FALSE,"FALSE","FALSE","FALSE",4.1,210,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.54784260276543,1.30068555425038,-0.247157048515044,0.22053658182704,0.265022310717623,-0.0444857288905833,0.71,0.65,0.16,0.18
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2B","Craik","Luo Hendriks Craik 2007 Expt 2B-Only",18,18,69.4,13.7,15.3,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",TRUE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",54,FALSE,"FALSE","FALSE","FALSE",4.1,72,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,2.16282451853259,1.95821563586618,-0.204608882666405,-0.0449788697725055,-0.101211522881864,0.0562326531093583,0.87,0.86,0.15,0.19
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2B","Craik","Luo Hendriks Craik 2007 Expt 2B-Only",18,18,69.4,13.7,15.3,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",54,FALSE,"FALSE","FALSE","FALSE",4.1,72,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.71092313968987,1.40229680775927,-0.308626331930602,0.180971819648854,0.176747891171594,0.00422392847725994,0.75,0.7,0.15,0.19
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2B","Craik","Luo Hendriks Craik 2007 Expt 2B-Only",18,18,69.4,13.7,15.3,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",54,FALSE,"FALSE","FALSE","FALSE",4.1,72,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.31575242394124,1.20974964148804,-0.106002782453199,0.378557177523168,0.273021474307206,0.105535703215962,0.61,0.63,0.15,0.19
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2C","Craik","Luo Hendriks Craik 2007 Expt 2C-Only",32,32,70.2,14,13.3,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",96,FALSE,"FALSE","FALSE","FALSE",4.1,72,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.54801813992946,1.31262404639739,-0.235394093532076,0.306310270850224,0.2978532299475,0.0084570409027237,0.68,0.64,0.14,0.17
"Luo Hendriks Craik 2007","Luo Hendriks Craik 2007 Expt 2C","Craik","Luo Hendriks Craik 2007 Expt 2C-Only",32,32,70.2,14,13.3,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",96,FALSE,"FALSE","FALSE","FALSE",4.1,72,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.49278247025636,1.56697824416282,0.0741957739064603,0.333928105686776,0.170676131064784,0.163251974621992,0.66,0.73,0.14,0.17
"Ly Murray Yassa 2013","Ly Murray Yassa 2013 Expt 1","Yassa","Ly Murray Yassa 2013 Expt 1-Only",18,21,69.48,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"TRUE","FALSE","FALSE","FALSE",134,FALSE,"FALSE","FALSE","FALSE",0.08333,201,"FALSE","FALSE","FALSE","FALSE",TRUE,0.66,0.16,2.22574626151951,1.65807454940999,-0.567671712109519,0.174397432348187,0.145076602354313,0.0293208299938732,0.826,0.753,0.099,0.165
"Ly Murray Yassa 2013","Ly Murray Yassa 2013 Expt 1","Yassa","Ly Murray Yassa 2013 Expt 1-Only",18,21,69.48,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"TRUE","FALSE","FALSE","FALSE",134,FALSE,"FALSE","FALSE","FALSE",0.08333,201,"FALSE","FALSE","FALSE","TRUE",FALSE,0.66,0.16,1.96636904421371,1.50785430268924,-0.458514741524471,0.0447088236952872,0.0699664789939377,-0.0252576552986504,0.826,0.753,0.152,0.205
"Ly Murray Yassa 2013","Ly Murray Yassa 2013 Expt 2","Yassa","Ly Murray Yassa 2013 Expt 2-Only",18,21,69.19,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"TRUE","FALSE","FALSE","FALSE",134,FALSE,"FALSE","FALSE","FALSE",0.08333,201,"FALSE","FALSE","FALSE","FALSE",TRUE,0.66,0.16,2.17862505601697,2.29164985295957,0.113024796942605,0.282891280990243,0.207349228068217,0.0755420529220255,0.79,0.826,0.085,0.088
"Ly Murray Yassa 2013","Ly Murray Yassa 2013 Expt 2","Yassa","Ly Murray Yassa 2013 Expt 2-Only",18,21,69.19,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,2,"TRUE","FALSE","FALSE","FALSE",134,FALSE,"FALSE","FALSE","FALSE",0.08333,201,"FALSE","FALSE","TRUE","FALSE",FALSE,0.66,0.16,1.95192630841094,1.96636904421371,0.0144427358027743,0.169541907187228,0.0447088236952872,0.124833083491941,0.79,0.826,0.126,0.152
"Macpherson Pipingas Silberstein 2009","Macpherson Pipingas Silberstein 2009 Expt 1","Pipingas","Macpherson Pipingas Silberstein 2009 Expt 1-Only",14,15,62.1,15.2,14.2,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,3,"FALSE","FALSE","FALSE","FALSE",58,FALSE,"FALSE","FALSE","FALSE",0.08333,120,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.08119678926229,1.44402471732832,-0.63717207193397,0.427785403614516,0.174461005337757,0.253324398276759,0.73,0.708,0.071,0.185
"Mason 1986","Mason 1986 Expt 1","Mason","Mason 1986 Expt 1-Only",43,41,75,13,11,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",FALSE,TRUE,FALSE,10,"FALSE","FALSE","FALSE","FALSE",40,FALSE,"FALSE","FALSE","FALSE",0.08333,80,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.31640217868812,0.736431867002344,-1.57997031168577,-0.0551385331444602,-0.79436394134245,0.73922540819799,0.8875,0.8775,0.135,0.665
"Mather et al 1999","Mather et al 1999 Expt 1","Johnson","Mather et al 1999 Expt 1-Only",48,48,72,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,FALSE,FALSE,15,"TRUE","FALSE","FALSE","FALSE",56,FALSE,"FALSE","FALSE","FALSE",0.08333,72,"FALSE","FALSE","TRUE","FALSE",FALSE,0.333333333,-0.166666667,3.54335076583967,2.62750461231485,-0.915846153524813,0.188288601620221,0.284440833765391,-0.0961522321451698,0.943333333,0.848333333,0.025,0.055
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 1","Benjamin","Matzen Benjamin 2013 Expt 1-Only",27,25,72,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.07982660000127,1.349647968233,0.269821368231736,0.41425195314556,-0.0314785787235853,0.445730531869145,0.55,0.76,0.17,0.26
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 1","Benjamin","Matzen Benjamin 2013 Expt 1-Only",27,25,72,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","TRUE","FALSE",FALSE,0.333333333,-0.166666667,0.800151097051156,0.959649665975887,0.159498568924731,0.274414201670504,-0.226477729852144,0.500891931522648,0.55,0.76,0.25,0.4
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 1","Benjamin","Matzen Benjamin 2013 Expt 1-Only",27,25,72,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"TRUE","FALSE","FALSE","FALSE",FALSE,0.333333333,-0.166666667,0.800151097051156,1.14621572851332,0.346064631462166,0.274414201670504,-0.133194698583427,0.407608900253931,0.55,0.76,0.25,0.33
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 1","Benjamin","Matzen Benjamin 2013 Expt 1-Only",27,25,72,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.23348428759365,1.16774591810096,-0.0657383694926907,0.33742310934937,0.0594724463424381,0.277950663006932,0.61,0.7,0.17,0.26
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 1","Benjamin","Matzen Benjamin 2013 Expt 1-Only",27,25,72,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","TRUE","FALSE",FALSE,0.333333333,-0.166666667,1.05151224863614,0.964313678381274,-0.0871985702548645,0.246437089870615,-0.0422436735174034,0.288680763388019,0.61,0.7,0.22,0.33
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 1","Benjamin","Matzen Benjamin 2013 Expt 1-Only",27,25,72,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"TRUE","FALSE","FALSE","FALSE",FALSE,0.333333333,-0.166666667,0.832703754003127,0.77774761584384,-0.0549561381592866,0.137032842554109,-0.13552670478612,0.27255954734023,0.61,0.7,0.29,0.4
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 2","Benjamin","Matzen Benjamin 2013 Expt 2-Only",32,32,69,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",192,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,0.923162429685462,1.05580853483432,0.132646105148859,0.310611999345954,0.115441137975756,0.195170861370198,0.56,0.66,0.22,0.26
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 2","Benjamin","Matzen Benjamin 2013 Expt 2-Only",32,32,69,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",192,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","TRUE","FALSE",FALSE,0.333333333,-0.166666667,0.675369728204818,0.770921922692599,0.0955521944877804,0.186715648605632,-0.0270021680951056,0.213717816700737,0.56,0.66,0.3,0.36
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 2","Benjamin","Matzen Benjamin 2013 Expt 2-Only",32,32,69,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",192,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"TRUE","FALSE","FALSE","FALSE",FALSE,0.333333333,-0.166666667,0.618668014611286,0.797783595848973,0.179115581237687,0.158364791808865,-0.0135713315169186,0.171936123325784,0.56,0.66,0.32,0.35
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 2","Benjamin","Matzen Benjamin 2013 Expt 2-Only",32,32,69,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",192,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,1.1040465606255,1.08325857106615,-0.0207879895593508,0.220169933875934,0.101716119859841,0.118453814016093,0.63,0.67,0.22,0.26
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 2","Benjamin","Matzen Benjamin 2013 Expt 2-Only",32,32,69,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",192,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"FALSE","FALSE","TRUE","FALSE",FALSE,0.333333333,-0.166666667,0.975198751829733,0.879826331346468,-0.0953724204832657,0.15574602947805,-5.55111512312578e-17,0.15574602947805,0.63,0.67,0.26,0.33
"Matzen Benjamin 2013","Matzen Benjamin 2013 Expt 2","Benjamin","Matzen Benjamin 2013 Expt 2-Only",32,32,69,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,8,"FALSE","FALSE","FALSE","FALSE",192,FALSE,"FALSE","FALSE","FALSE",0.08333,192,"TRUE","FALSE","FALSE","FALSE",FALSE,0.333333333,-0.166666667,0.69031213968801,0.745393953772631,0.055081814084621,0.0133027234071886,-0.0672161887869183,0.0805189121941069,0.63,0.67,0.36,0.38
"May Hasher Stoltzfus 1993","May Hasher Stoltzfus 1993 Expt 2","Hasher","May Hasher Stoltzfus 1993 Expt 2-Only",22,20,70.5,NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,TRUE,0,"FALSE","FALSE","FALSE","FALSE",10,FALSE,"FALSE","FALSE","FALSE",0.08333,60,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.54357139109435,1.13271765356264,-0.410853737531707,-0.128440290154258,-0.472221412457785,0.343781122303527,0.816,0.8505,0.26,0.4625
