"Paper","Experiment","Lab","SubjectGroup","YA_N","OA_N","OA_Age","YA_YearsEducation","OA_YearsEducation","Words","Faces","Pictures","Text","PositiveValence","NeutralValence","NegativeValence","VisualOnly","AuditoryOnly","Audiovisual","Production","IntentionalEncoding","SelfPacedStudy","StudyTimePerItem.Sec","DeepOrientingTask","ShallowOrientingTask","GenerationTask","DividedAttention","NumMemoranda","MultipleStudyOpportunities","InterveningCuedRecall","InterveningFreeRecall","ContinuousRecog","RetentionInterval","NumTestProbes","ConjunctionLures","ComponentLures","SemanticLures","FeaturalLures","UnrelatedLures","ProportionLures","ProportionLures.cen","YA_Discrimination","OA_Discrimination","EffectSize_Discrimination","YA_Criterion","OA_Criterion","EffectSize_Criterion","YA_HR","OA_HR","YA_FAR","OA_FAR"
"Dew Giovanello 2010","Dew Giovanello 2010 Expt 2","Giovanello","Dew Giovanello 2010 Expt 2-Only",32,32,73.5,13.3,16.3,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,6,"TRUE","FALSE","FALSE","FALSE",24,FALSE,"FALSE","FALSE","FALSE",3,30,"FALSE","FALSE","FALSE","FALSE",TRUE,0.666666667,0.166666667,3.16234517369585,3.10954718919371,-0.0527979845021456,0.299621021303325,1.11022302462516e-16,0.299621021303325,0.9,0.94,0.03,0.06
"Dew Giovanello 2010","Dew Giovanello 2010 Expt 2","Giovanello","Dew Giovanello 2010 Expt 2-Only",32,32,73.5,13.3,16.3,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,6,"TRUE","FALSE","FALSE","FALSE",24,FALSE,"FALSE","FALSE","FALSE",3,30,"TRUE","FALSE","FALSE","FALSE",FALSE,0.666666667,0.166666667,0.869088436103196,0.379786802530763,-0.489301633572433,-0.847007347493003,-1.36488019333147,0.517872845838468,0.9,0.94,0.66,0.88
"Duarte Graham Henson 2010","Duarte Graham Henson 2010 Expt 1","Graham","Duarte Graham Henson 2010 Expt 1-Only",13,13,62.7,14.8,15.2,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,1.5,"TRUE","FALSE","FALSE","FALSE",128,FALSE,"FALSE","FALSE","FALSE",0.08333,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.33,-0.17,2.12084901224855,1.43437104888299,-0.686477963365566,-0.0659666229145238,-0.27727235876826,0.211305735853736,0.87,0.84,0.16,0.33
"Duarte Henson Graham 2008","Duarte Henson Graham 2008 Expt 1","Graham","Duarte Henson Graham 2008 Expt 1-Only",17,13,62.6,15.2,14.4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,1.5,"TRUE","FALSE","FALSE","FALSE",128,FALSE,"FALSE","FALSE","FALSE",0.08333,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.333333333,-0.166666667,2.20671046985376,1.69556424785928,-0.511146221994472,0.0230358941119222,-0.16511121165429,0.188147105766212,0.86,0.844444444,0.13,0.247407407
"Duverne Motamedina Rugg 2009a","Duverne Motamedina Rugg 2009a Expt 1","Rugg","Duverne Motamedina Rugg 2009a Expt 1-Only",32,32,72,14.4,16.2,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,1.5,"TRUE","FALSE","FALSE","FALSE",40,FALSE,"FALSE","FALSE","FALSE",5,80,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.18856814379007,1.82669584261582,-0.361872301174253,0.231104838227595,0.124040690704446,0.107064147523149,0.805,0.785,0.095,0.15
"Duverne Motamedina Rugg 2009a","Duverne Motamedina Rugg 2009a Expt 1","Rugg","Duverne Motamedina Rugg 2009a Expt 1-Only",32,32,72,14.4,16.2,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,1.5,"TRUE","FALSE","FALSE","FALSE",40,FALSE,"FALSE","FALSE","FALSE",5,80,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.42150993095306,2.06541639960258,-0.356093531350481,0.105044874696591,0.340205097198634,-0.235160222502043,0.865,0.755,0.095,0.085
"Duverne Motamedina Rugg 2009b","Duverne Motamedina Rugg 2009b Expt 1","Rugg","Duverne Motamedina Rugg 2009b Expt 1-Only",16,32,68.8,15.6,16.2,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,0.3,"TRUE","FALSE","FALSE","FALSE",160,FALSE,"FALSE","FALSE","FALSE",25,240,"FALSE","FALSE","FALSE","FALSE",TRUE,0.33,-0.17,1.66046781598628,1.26324736189325,-0.397220454093028,-0.123931345153053,0.107223168238587,-0.23115451339164,0.83,0.7,0.24,0.23
"Dywan Jacoby 1990","Dywan Jacoby 1990 Expt 1","Jacoby","Dywan Jacoby 1990 Expt 1-Only",24,24,71.2,13.1,12.3,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",TRUE,FALSE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",40,FALSE,"FALSE","FALSE","FALSE",1,40,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.93,1.63,-0.3,0.520363528081279,0.564590646100425,-0.0442271180191459,0.671708757061337,0.598864601680958,0.0687237758008432,0.0838563595481992
"Ebner Riediger Lindenberger 2009","Ebner Riediger Lindenberger 2009 Expt 2","Lindenberger","Ebner Riediger Lindenberger 2009 Expt 2-Only",59,60,73.5,NA,NA,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,30,"TRUE","FALSE","FALSE","FALSE",32,FALSE,"FALSE","FALSE","FALSE",10080,64,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.36457889429731,1.38000992005457,-0.984568974242739,0.235507690847611,-0.0447315177799676,0.280239208627579,0.828125,0.76875,0.078125,0.259375
"El Haj Raffard Gely-Nargeot 2016","El Haj Raffard Gely-Nargeot 2016 Expt 1","Gely-Nargeot","El Haj Raffard Gely-Nargeot 2016 Expt 1-Only",40,36,69.53,14.3,9.08,"FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,TRUE,0,"FALSE","FALSE","FALSE","FALSE",24,FALSE,"FALSE","FALSE","FALSE",1,24,"TRUE","FALSE","FALSE","FALSE",FALSE,0.5,0,3.03056462277602,1.93281237605704,-1.09775224671898,-0.0394912832088413,0.15998494101028,-0.199476224219121,0.94,0.79,0.07,0.13
"Emery Hess 2008","Emery Hess 2008 Expt 1","Hess","Emery Hess 2008 Expt 1-StudyTask=no other task",22,27,74.09,12.52,16.3,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.04841696570255,1.66894763340583,-0.379469332296714,0.380863077458358,0.159984066506836,0.220879010951522,0.74,0.75,0.08,0.16
"Emery Hess 2008","Emery Hess 2008 Expt 1","Hess","Emery Hess 2008 Expt 1-StudyTask=no other task",22,27,74.09,12.52,16.3,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.95821563586618,1.2891440701113,-0.669071565754881,0.101211522881864,0.0617305277844357,0.039480995097428,0.81,0.72,0.14,0.24
"Emery Hess 2008","Emery Hess 2008 Expt 1","Hess","Emery Hess 2008 Expt 1-StudyTask=no other task",22,27,74.09,12.52,16.3,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.16063868162991,1.47849577702877,-0.68214290460114,0,0.0329453256742987,-0.0329453256742987,0.86,0.76,0.14,0.22
"Emery Hess 2008","Emery Hess 2008 Expt 1","Hess","Emery Hess 2008 Expt 1-StudyTask=rate valence",19,29,74.09,12.52,16.3,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.77124475599027,1.89858434322749,-0.872660412762788,0.259231248956336,0.177098957425058,0.0821322915312783,0.87,0.78,0.05,0.13
"Emery Hess 2008","Emery Hess 2008 Expt 1","Hess","Emery Hess 2008 Expt 1-StudyTask=rate valence",19,29,74.09,12.52,16.3,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.68662312585423,1.33082175972628,-1.35580136612795,0.0617599973825157,0.1410103671551,-0.0792503697725842,0.9,0.7,0.08,0.21
"Emery Hess 2008","Emery Hess 2008 Expt 1","Hess","Emery Hess 2008 Expt 1-StudyTask=rate valence",19,29,74.09,12.52,16.3,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"TRUE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.87138174698808,1.48496663896583,-1.38641510802225,-0.209162753457431,0.0991379140899987,-0.308300667547429,0.95,0.74,0.11,0.2
"Emery Hess 2008","Emery Hess 2008 Expt 2","Hess","Emery Hess 2008 Expt 2-StudyTask=no other task",69,63,72.69,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.20650911348992,1.47426130525325,-0.732247808236669,0.0125378206834299,0.0305842652194958,-0.0180464445360659,0.86,0.76,0.133333333333333,0.223333333333333
"Emery Hess 2008","Emery Hess 2008 Expt 2","Hess","Emery Hess 2008 Expt 2-StudyTask=rate visual complexity",69,63,72.69,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","TRUE","FALSE","FALSE",48,FALSE,"FALSE","TRUE","FALSE",28.35,96,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.26217403742157,1.17528899206815,-1.08688504535342,0.0677929947651224,0.0821445545238803,-0.0143515597587579,0.853333333333333,0.693333333333333,0.12,0.253333333333333
"Ferguson Hashtroudi Johnson 1992","Ferguson Hashtroudi Johnson 1992 Expt 1","Johnson","Ferguson Hashtroudi Johnson 1992 Expt 1-Only",40,40,70.1,14.1,16,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",26,TRUE,"FALSE","FALSE","FALSE",0.08333,52,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.74101053809172,1.68476670714279,-0.0562438309489339,0.0640840220276199,0.152074529638359,-0.0879905076107395,0.79,0.755,0.175,0.16
"Ferguson Hashtroudi Johnson 1992","Ferguson Hashtroudi Johnson 1992 Expt 2","Johnson","Ferguson Hashtroudi Johnson 1992 Expt 2-Only",32,32,69.8,14,16.7,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",26,TRUE,"FALSE","FALSE","FALSE",0.08333,52,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.13844095849973,2.08797281256284,-0.0504681459368919,0.0110988615650895,0.23756515926318,-0.226466297698091,0.855,0.79,0.14,0.1
"Ferguson Hashtroudi Johnson 1992","Ferguson Hashtroudi Johnson 1992 Expt 3","Johnson","Ferguson Hashtroudi Johnson 1992 Expt 3-Only",32,32,70.2,13.8,16.3,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,FALSE,FALSE,5,"FALSE","FALSE","FALSE","FALSE",26,TRUE,"FALSE","FALSE","FALSE",0.08333,52,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.34701250166192,1.78522882177499,-0.56178367988693,0.13707286133717,0.233776718151306,-0.0967038568141365,0.85,0.745,0.095,0.13
"Fernandes Pacurar Moscovitch Grady 2006","Fernandes Pacurar Moscovitch Grady 2006 Expt 1","Grady","Fernandes Pacurar Moscovitch Grady 2006 Expt 1-Only",36,33,71.78,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",FALSE,TRUE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",50,FALSE,"FALSE","FALSE","FALSE",0.5,42.5,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.48043389667163,0.875245726426291,-0.605188170245342,0.432205846409316,0.404356728667649,0.0278491177416667,0.62,0.513333333333333,0.123333333333333,0.2
"Ferris Crook Clark McCarthy Rae 1980","Ferris Crook Clark McCarthy Rae 1980 Expt 1","Ferris","Ferris Crook Clark McCarthy Rae 1980 Expt 1-Only",63,44,69,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.4,"FALSE","FALSE","FALSE","FALSE",118,FALSE,"FALSE","FALSE","TRUE",0.5,118,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,2.15,1.4,-0.75,0.333878973558287,0.348985724870479,-0.0151067513121924,0.768,0.782,0.165,0.38
"Ferris Crook Clark McCarthy Rae 1980","Ferris Crook Clark McCarthy Rae 1980 Expt 1","Ferris","Ferris Crook Clark McCarthy Rae 1980 Expt 1-Only",63,44,69,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.4,"FALSE","FALSE","FALSE","FALSE",118,FALSE,"FALSE","FALSE","TRUE",1,118,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.94,1.39,-0.55,0.370020511933153,0.351496413538612,0.0185240983945408,0.744,0.777,0.165,0.38
"Ferris Crook Clark McCarthy Rae 1980","Ferris Crook Clark McCarthy Rae 1980 Expt 1","Ferris","Ferris Crook Clark McCarthy Rae 1980 Expt 1-Only",63,44,69,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.4,"FALSE","FALSE","FALSE","FALSE",118,FALSE,"FALSE","FALSE","TRUE",2,118,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.73,1.24,-0.49,0.41493629661868,0.394016140982799,0.0209201556358811,0.681,0.747,0.165,0.38
"Ferris Crook Clark McCarthy Rae 1980","Ferris Crook Clark McCarthy Rae 1980 Expt 1","Ferris","Ferris Crook Clark McCarthy Rae 1980 Expt 1-Only",63,44,69,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.4,"FALSE","FALSE","FALSE","FALSE",118,FALSE,"FALSE","FALSE","TRUE",4,118,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.5,0.84,-0.66,0.478559862100211,0.581642874784132,-0.103083012683921,0.618,0.63,0.165,0.38
"Ferris Crook Clark McCarthy Rae 1980","Ferris Crook Clark McCarthy Rae 1980 Expt 1","Ferris","Ferris Crook Clark McCarthy Rae 1980 Expt 1-Only",63,44,69,NA,NA,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.4,"FALSE","FALSE","FALSE","FALSE",118,FALSE,"FALSE","FALSE","TRUE",40,20,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,0.92,0.19,-0.73,0.403873430904873,0.356098149862183,0.0477752810426894,0.629,0.557,0.33,0.48
"Feyereisen 2009","Feyereisen 2009 Expt 1","Feyereisen","Feyereisen 2009 Expt 1-Only",24,20,67.7,13.2,14.1,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,6,"FALSE","FALSE","FALSE","FALSE",30,FALSE,"FALSE","FALSE","FALSE",0.08333,60,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.03736861601297,0.664795824266481,-0.37257279174649,0.443414445906656,0.445436452777806,-0.00202200687114973,0.53,0.455,0.168,0.218333333
"Fischer Nyberg Bäckman 2010","Fischer Nyberg Bäckman 2010 Expt 1","Bäckman","Fischer Nyberg Bäckman 2010 Expt 1-Only",24,21,74.1,14.2,13.1,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,6,"FALSE","TRUE","FALSE","FALSE",44,FALSE,"FALSE","FALSE","FALSE",30,68,"FALSE","FALSE","FALSE","FALSE",TRUE,0.352941176,-0.147058824,0.706302562840088,0.439913165673234,-0.266389397166854,0.353151281420044,0.219956582836617,0.133194698583427,0.5,0.5,0.24,0.33
"Fischer Nyberg Bäckman 2010","Fischer Nyberg Bäckman 2010 Expt 1","Bäckman","Fischer Nyberg Bäckman 2010 Expt 1-Only",24,21,74.1,14.2,13.1,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",FALSE,FALSE,FALSE,6,"FALSE","TRUE","FALSE","FALSE",44,FALSE,"FALSE","FALSE","FALSE",30,68,"FALSE","FALSE","FALSE","FALSE",TRUE,0.352941176,-0.147058824,0.948567378969546,0.586003769892343,-0.362563609077203,0.297909524703912,-0.0654569083050221,0.363366433008934,0.57,0.64,0.22,0.41
"Fleischman Gabrieli Wilson Moro Bennett 2005","Fleischman Gabrieli Wilson Moro Bennett 2005 Expt 1","Bennett","Fleischman Gabrieli Wilson Moro Bennett 2005 Expt 1-Only",16,33,78.7,17.8,18.4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,TRUE,0,"TRUE","FALSE","FALSE","FALSE",24,TRUE,"FALSE","FALSE","FALSE",0.08333,48,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.2249958681506,1.42782344812699,0.202827579976381,0.622942409278219,0.755701022716219,-0.132758613438,0.495833333,0.483333333,0.108333333,0.070833333
"Fleischman Gabrieli Wilson Moro Bennett 2005","Fleischman Gabrieli Wilson Moro Bennett 2005 Expt 1","Bennett","Fleischman Gabrieli Wilson Moro Bennett 2005 Expt 1-Only",16,33,78.7,17.8,18.4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,FALSE,TRUE,0,"FALSE","FALSE","TRUE","FALSE",24,TRUE,"FALSE","FALSE","FALSE",0.08333,48,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,0.816144590312125,0.728018704018192,-0.0881258862939333,0.827368048197459,1.10560339477062,-0.278235346573157,0.3375,0.229166667,0.108333333,0.070833333
"Fleischman Gabrieli Wilson Moro Bennett 2005","Fleischman Gabrieli Wilson Moro Bennett 2005 Expt 1","Bennett","Fleischman Gabrieli Wilson Moro Bennett 2005 Expt 1-Only",16,33,78.7,17.8,18.4,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE",TRUE,FALSE,FALSE,2,"FALSE","FALSE","FALSE","FALSE",32,TRUE,"FALSE","FALSE","FALSE",0.08333,48,"FALSE","FALSE","TRUE","FALSE",FALSE,0.5,0,2.61843447262836,2.22502777314018,-0.393406699488183,0.0737768929606605,0.357098860209621,-0.283321967248961,0.891666667,0.775,0.083333333,0.070833333
"Flicker Ferris Crook Bartus 1990","Flicker Ferris Crook Bartus 1990 Expt 1","Ferris","Flicker Ferris Crook Bartus 1990 Expt 1-Only",16,28,73,15.6,15.2,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.5,"FALSE","FALSE","FALSE","FALSE",62,FALSE,"FALSE","FALSE","TRUE",0.08333,62,"FALSE","FALSE","FALSE","FALSE",TRUE,0.516129032,0.016129032,3.21,2.71,-0.5,0.168948377204163,0,0.168948377204163,0.963,0.943,0.137,0.243
"Flicker Ferris Crook Bartus 1990","Flicker Ferris Crook Bartus 1990 Expt 1","Ferris","Flicker Ferris Crook Bartus 1990 Expt 1-Only",16,28,73,15.6,15.2,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.5,"FALSE","FALSE","FALSE","FALSE",62,FALSE,"FALSE","FALSE","TRUE",0.083333333,62,"FALSE","FALSE","FALSE","FALSE",TRUE,0.516129032,0.016129032,2.55,2.12,-0.43,0.212676192480534,0,0.212676192480534,0.869,0.861,0.137,0.243
"Flicker Ferris Crook Bartus 1990","Flicker Ferris Crook Bartus 1990 Expt 1","Ferris","Flicker Ferris Crook Bartus 1990 Expt 1-Only",16,28,73,15.6,15.2,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.5,"FALSE","FALSE","FALSE","FALSE",62,FALSE,"FALSE","FALSE","TRUE",0.25,62,"FALSE","FALSE","FALSE","FALSE",TRUE,0.516129032,0.016129032,2.27389789295117,1.63127420813653,-0.642623684814636,-0.0430515938721456,-0.118952187005215,0.0759005931330689,0.881,0.825,0.137,0.243
"Flicker Ferris Crook Bartus 1990","Flicker Ferris Crook Bartus 1990 Expt 1","Ferris","Flicker Ferris Crook Bartus 1990 Expt 1-Only",16,28,73,15.6,15.2,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.5,"FALSE","FALSE","FALSE","FALSE",62,FALSE,"FALSE","FALSE","TRUE",0.5,62,"FALSE","FALSE","FALSE","FALSE",TRUE,0.516129032,0.016129032,2.24424673297945,1.60445444693111,-0.63979228604834,-0.0282260138862851,-0.105542306402502,0.0773162925162172,0.875,0.818,0.137,0.243
"Flicker Ferris Crook Bartus 1990","Flicker Ferris Crook Bartus 1990 Expt 1","Ferris","Flicker Ferris Crook Bartus 1990 Expt 1-Only",16,28,73,15.6,15.2,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.5,"FALSE","FALSE","FALSE","FALSE",62,FALSE,"FALSE","FALSE","TRUE",2,62,"FALSE","FALSE","FALSE","FALSE",TRUE,0.516129032,0.016129032,1.29834973414026,1.09282729095575,-0.205522443184509,0.444722485533309,0.150271271585176,0.294451213948132,0.581,0.654,0.137,0.243
"Flicker Ferris Crook Bartus 1990","Flicker Ferris Crook Bartus 1990 Expt 1","Ferris","Flicker Ferris Crook Bartus 1990 Expt 1-Only",16,28,73,15.6,15.2,"FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,4.5,"FALSE","FALSE","FALSE","FALSE",62,FALSE,"FALSE","FALSE","TRUE",5,62,"FALSE","FALSE","FALSE","FALSE",TRUE,0.516129032,0.016129032,0.920068540101775,0.903697540448238,-0.0163709996535375,0.63386308255255,0.244836146838932,0.389026935713618,0.431,0.582,0.137,0.243
"Freeman Ellis 2003","Freeman Ellis 2003 Expt 1","Ellis","Freeman Ellis 2003 Expt 1-Only",48,48,70.63,15.06,15.06,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,3,"FALSE","FALSE","FALSE","FALSE",16,FALSE,"FALSE","FALSE","FALSE",1,24,"FALSE","FALSE","TRUE","FALSE",FALSE,0.5,0,2.05288308711732,1.6216676506829,-0.431215436434417,0.148545248507431,0.104531262501363,0.0440139860060673,0.81,0.76,0.12,0.18
"Freeman Ellis 2003","Freeman Ellis 2003 Expt 1","Ellis","Freeman Ellis 2003 Expt 1-Only",48,48,70.63,15.06,15.06,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,3,"TRUE","FALSE","FALSE","FALSE",16,FALSE,"FALSE","FALSE","FALSE",1,24,"FALSE","FALSE","TRUE","FALSE",FALSE,0.5,0,2.27600944875435,1.58419885789132,-0.691810590863037,0.143546841167424,-0.0857968661055706,0.229343707272995,0.84,0.81,0.1,0.24
"Friedman de Chastelaine Nessler Malcom 2010","Friedman de Chastelaine Nessler Malcom 2010 Expt 1","Friedman","Friedman de Chastelaine Nessler Malcom 2010 Expt 1-Only",36,34,70.3,16.2,16.4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,0.5,"FALSE","FALSE","FALSE","FALSE",40,TRUE,"FALSE","FALSE","FALSE",0.08333,70,"FALSE","FALSE","FALSE","FALSE",TRUE,0.428571429,-0.071428571,2.10036896018803,1.23201955064474,-0.8683494095433,0.107459180931752,0.0850332656135679,0.0224259153181839,0.797,0.697,0.125,0.2445
"Friedman Trott 2000","Friedman Trott 2000 Expt 1","Friedman","Friedman Trott 2000 Expt 1-Only",16,16,70.75,16.75,15.75,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,2.4,"FALSE","FALSE","FALSE","FALSE",36,FALSE,"FALSE","FALSE","FALSE",0.08333,64,"FALSE","FALSE","FALSE","FALSE",TRUE,0.5,0,1.98791306758085,1.53885425848021,-0.449058809100643,0.411115026519208,0.356963999798698,0.0541510267205102,0.72,0.66,0.08,0.13
"Gallo Cotel Moore Schacter 2007","Gallo Cotel Moore Schacter 2007 Expt 1","Schacter","Gallo Cotel Moore Schacter 2007 Expt 1-Only",48,48,70.8,NA,NA,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",FALSE,TRUE,FALSE,1.5,"FALSE","FALSE","FALSE","FALSE",270,FALSE,"FALSE","FALSE","FALSE",0.08333,360,"FALSE","FALSE","FALSE","FALSE",TRUE,0.25,-0.25,1.05459897365766,1.06633430333959,0.0117353296819276,0.426865766317362,0.382197936173018,0.0446678301443438,0.54,0.56,0.17,0.18
